ID,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translation_source
bufr4/0/08/052/10,008052,Condición por la que se deduce el número de días de ocurrencia,10,"Precipitaciones iguales o superiores a 1,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/11,008052,Condición por la que se deduce el número de días de ocurrencia,11,"Precipitaciones iguales o superiores a 5,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/12,008052,Condición por la que se deduce el número de días de ocurrencia,12,"Precipitaciones iguales o superiores a 10,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/13,008052,Condición por la que se deduce el número de días de ocurrencia,13,"Precipitaciones iguales o superiores a 50,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/14,008052,Condición por la que se deduce el número de días de ocurrencia,14,"Precipitaciones iguales o superiores a 100,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/15,008052,Condición por la que se deduce el número de días de ocurrencia,15,"Precipitaciones iguales o superiores a 150,0 kg m-2",,,,,Operational,PDF
bufr4/0/08/052/16,008052,Condición por la que se deduce el número de días de ocurrencia,16,"Espesor de la capa de nieve superior a 0,00 m",,,,,Operational,PDF
bufr4/0/08/052/17,008052,Condición por la que se deduce el número de días de ocurrencia,17,"Espesor de la capa de nieve superior a 0,01 m",,,,,Operational,PDF
bufr4/0/08/052/18,008052,Condición por la que se deduce el número de días de ocurrencia,18,"Espesor de la capa de nieve superior a 0,10 m",,,,,Operational,PDF
bufr4/0/08/052/19,008052,Condición por la que se deduce el número de días de ocurrencia,19,"Espesor de la capa de nieve superior a 0,50 m",,,,,Operational,PDF
bufr4/0/08/052/20,008052,Condición por la que se deduce el número de días de ocurrencia,20,Visibilidad horizontal inferior a 50 m,,,,,Operational,PDF
bufr4/0/08/052/21,008052,Condición por la que se deduce el número de días de ocurrencia,21,Visibilidad horizontal inferior a 100 m,,,,,Operational,PDF
bufr4/0/08/052/22,008052,Condición por la que se deduce el número de días de ocurrencia,22,Visibilidad horizontal inferior a 1000 m,,,,,Operational,PDF
bufr4/0/08/052/23,008052,Condición por la que se deduce el número de días de ocurrencia,23,Granizo,,,,,Operational,PDF
bufr4/0/08/052/24,008052,Condición por la que se deduce el número de días de ocurrencia,24,Tormenta,,,,,Operational,PDF
bufr4/0/08/052/25-30,008052,Condición por la que se deduce el número de días de ocurrencia,25-30,Reservadas,,,,,Operational,PDF
bufr4/0/08/052/31,008052,Condición por la que se deduce el número de días de ocurrencia,31,Valor faltante,,,,,Operational,PDF
bufr4/0/08/053/0,008053,Calificador del día de ocurrencia,0,Valor obtenido un día del mes únicamente,,,,,Operational,PDF
bufr4/0/08/053/1,008053,Calificador del día de ocurrencia,1,Valor obtenido más de un día al mes,,,,,Operational,PDF
bufr4/0/08/053/2,008053,Calificador del día de ocurrencia,2,Reservada,,,,,Operational,PDF
bufr4/0/08/053/3,008053,Calificador del día de ocurrencia,3,Valor faltante,,,,,Operational,PDF
bufr4/0/08/054/0,008054,Calificador de la velocidad del viento o de las ráfagas de viento,0,La velocidad del viento o las ráfagas coinciden con el valor notificado,,,,,Operational,PDF
bufr4/0/08/054/1,008054,Calificador de la velocidad del viento o de las ráfagas de viento,1,Velocidad del viento superior a la comunicada (P en METAR/TAF/SPECI),,,,,Operational,PDF
bufr4/0/08/054/2-6,008054,Calificador de la velocidad del viento o de las ráfagas de viento,2-6,Reservadas,,,,,Operational,PDF
bufr4/0/08/054/7,008054,Calificador de la velocidad del viento o de las ráfagas de viento,7,Valor faltante,,,,,Operational,PDF
bufr4/0/08/060/0,008060,Significación del modo de exploración de la muestra,0,Reservada,,,,,Operational,PDF
bufr4/0/08/060/1,008060,Significación del modo de exploración de la muestra,1,Alcance,,,,,Operational,PDF
bufr4/0/08/060/2,008060,Significación del modo de exploración de la muestra,2,Azimut,,,,,Operational,PDF
bufr4/0/08/060/3,008060,Significación del modo de exploración de la muestra,3,Horizontal,,,,,Operational,PDF
bufr4/0/08/060/4,008060,Significación del modo de exploración de la muestra,4,Vertical,,,,,Operational,PDF
bufr4/0/08/060/5,008060,Significación del modo de exploración de la muestra,5,Norte/Sur,,,,,Operational,PDF
bufr4/0/08/060/6,008060,Significación del modo de exploración de la muestra,6,Este/Oeste,,,,,Operational,PDF
bufr4/0/08/060/7-14,008060,Significación del modo de exploración de la muestra,7-14,Reservadas,,,,,Operational,PDF
bufr4/0/08/060/15,008060,Significación del modo de exploración de la muestra,15,Valor faltante,,,,,Operational,PDF
bufr4/0/08/065/0,008065,Indicador de destello solar,0,Ausencia de destello solar,,,,,Operational,PDF
bufr4/0/08/065/1,008065,Indicador de destello solar,1,Destello solar,,,,,Operational,PDF
bufr4/0/08/065/2,008065,Indicador de destello solar,2,Reservada,,,,,Operational,PDF
bufr4/0/08/065/3,008065,Indicador de destello solar,3,Valor faltante,,,,,Operational,PDF
bufr4/0/08/066/0,008066,Indicador de semitransparencia,0,Opaco,,,,,Operational,PDF
bufr4/0/08/066/1,008066,Indicador de semitransparencia,1,Semitransparente,,,,,Operational,PDF
bufr4/0/08/066/2,008066,Indicador de semitransparencia,2,Reservada,,,,,Operational,PDF
bufr4/0/08/066/3,008066,Indicador de semitransparencia,3,Valor faltante,,,,,Operational,PDF
bufr4/0/08/070/0,008070,Calificador del producto de sonedo vertical,0,Reservada,,,,,Operational,PDF
bufr4/0/08/070/1,008070,Calificador del producto de sonedo vertical,1,Reservada,,,,,Operational,PDF
bufr4/0/08/070/2,008070,Calificador del producto de sonedo vertical,2,"Conteos de instrumentos ubicados en tierra, coeficientes de calibración y mantenimiento (nivel 1b)",,,,,Operational,PDF
bufr4/0/08/070/3,008070,Calificador del producto de sonedo vertical,3,Datos calibrados de radiancia en la superficie (nivel 1c),,,,,Operational,PDF
bufr4/0/08/070/4,008070,Calificador del producto de sonedo vertical,4,"Por referencia a una proyección común del haz del satélite, datos calibrados de la radiancia en la superficie (nivel 1d)",,,,,Operational,PDF
bufr4/0/08/070/5-14,008070,Calificador del producto de sonedo vertical,5-14,Reservadas,,,,,Operational,PDF
bufr4/0/08/070/15,008070,Calificador del producto de sonedo vertical,15,Valor faltante,,,,,Operational,PDF
bufr4/0/08/072/0,008072,Tipo de píxel(es),0,Parcialmente nuboso,,,,,Operational,PDF
bufr4/0/08/072/1,008072,Tipo de píxel(es),1,Cielo despejado,,,,,Operational,PDF
bufr4/0/08/072/2,008072,Tipo de píxel(es),2,Nuboso,,,,,Operational,PDF
bufr4/0/08/072/3,008072,Tipo de píxel(es),3,Probablemente despejado,,,,,Operational,PDF
bufr4/0/08/072/4,008072,Tipo de píxel(es),4,Probablemente nuboso,,,,,Operational,PDF
bufr4/0/08/072/5-6,008072,Tipo de píxel(es),5-6,Reservadas,,,,,Operational,PDF
bufr4/0/08/072/7,008072,Tipo de píxel(es),7,Valor faltante,,,,,Operational,PDF
bufr4/0/08/074/0,008074,Tipo de eco del altímetro,0,Mar abierto o mar semicerrado,,,,,Operational,PDF
bufr4/0/08/074/1,008074,Tipo de eco del altímetro,1,Diferente del océano,,,,,Operational,PDF
bufr4/0/08/074/2,008074,Tipo de eco del altímetro,2,Reservada,,,,,Operational,PDF
bufr4/0/08/074/3,008074,Tipo de eco del altímetro,3,Valor faltante,,,,,Operational,PDF
bufr4/0/08/075/0,008075,Calificador de órbita ascendente/descendente,0,Órbita ascendente,,,,,Operational,PDF
bufr4/0/08/075/1,008075,Calificador de órbita ascendente/descendente,1,Órbita descendente,,,,,Operational,PDF
bufr4/0/08/075/2,008075,Calificador de órbita ascendente/descendente,2,Reservada,,,,,Operational,PDF
bufr4/0/08/075/3,008075,Calificador de órbita ascendente/descendente,3,Valor faltante,,,,,Operational,PDF
bufr4/0/08/076/0,008076,Tipo de banda,0,Ku,,,,,Operational,PDF
bufr4/0/08/076/1,008076,Tipo de banda,1,C,,,,,Operational,PDF
bufr4/0/08/076/2,008076,Tipo de banda,2,Infrarroja de onda larga,,,,,Operational,PDF
bufr4/0/08/076/3,008076,Tipo de banda,3,Infrarroja de onda media,,,,,Operational,PDF
bufr4/0/08/076/4,008076,Tipo de banda,4,Infrarroja de onda corta,,,,,Operational,PDF
bufr4/0/08/076/5,008076,Tipo de banda,5,M,,,,,Operational,PDF
bufr4/0/08/076/6,008076,Tipo de banda,6,I,,,,,Operational,PDF
bufr4/0/08/076/7,008076,Tipo de banda,7,Día/noche,,,,,Operational,PDF
bufr4/0/08/076/8-62,008076,Tipo de banda,8-62,Reservadas,,,,,Operational,PDF
bufr4/0/08/076/63,008076,Tipo de banda,63,Valor faltante,,,,,Operational,PDF
bufr4/0/08/077/0,008077,Tipo de superficie detectada mediante radiómetro,0,Tierra,,,,,Operational,PDF
bufr4/0/08/077/1,008077,Tipo de superficie detectada mediante radiómetro,1,Mar,,,,,Operational,PDF
bufr4/0/08/077/2,008077,Tipo de superficie detectada mediante radiómetro,2,Costa,,,,,Operational,PDF
bufr4/0/08/077/3,008077,Tipo de superficie detectada mediante radiómetro,3,Mar abierto o mar semicerrado,,,,,Operational,PDF
bufr4/0/08/077/4,008077,Tipo de superficie detectada mediante radiómetro,4,Mar cerrado o lago,,,,,Operational,PDF
bufr4/0/08/077/5,008077,Tipo de superficie detectada mediante radiómetro,5,Hielo continental,,,,,Operational,PDF
bufr4/0/08/077/6-126,008077,Tipo de superficie detectada mediante radiómetro,6-126,Reservadas,,,,,Operational,PDF
bufr4/0/08/077/127,008077,Tipo de superficie detectada mediante radiómetro,127,Valor faltante,,,,,Operational,PDF
bufr4/0/08/079/0,008079,Estado del producto,0,Publicación normal,,,,,Operational,PDF
bufr4/0/08/079/1,008079,Estado del producto,1,Corrección de un producto anteriormente publicado (COR),,,,,Operational,PDF
bufr4/0/08/079/2,008079,Estado del producto,2,Enmienda de un producto anteriormente publicado (AMD),,,,,Operational,PDF
bufr4/0/08/079/3,008079,Estado del producto,3,Corrección de un producto enmendado anteriormente publicado (COR AMD),,,,,Operational,PDF
bufr4/0/08/079/4,008079,Estado del producto,4,Cancelación de un producto anteriormente publicado (CNL),,,,,Operational,PDF
bufr4/0/08/079/5,008079,Estado del producto,5,Ningún producto disponible (NIL),,,,,Operational,PDF
bufr4/0/08/079/6,008079,Estado del producto,6,Informe especial (SPECI),,,,,Operational,PDF
bufr4/0/08/079/7,008079,Estado del producto,7,Informe especial corregido (SPECI COR),,,,,Operational,PDF
bufr4/0/08/079/8-14,008079,Estado del producto,8-14,Reservadas,,,,,Operational,PDF
bufr4/0/08/079/15,008079,Estado del producto,15,Valor faltante o no applicable,,,,,Operational,PDF
bufr4/0/08/080/0,008080,Calificador del banderín de calidad del GTSPP*,0,Perfil total de la presión del agua,,,,,Operational,PDF
bufr4/0/08/080/1,008080,Calificador del banderín de calidad del GTSPP*,1,Perfil total de la temperatura del agua,,,,,Operational,PDF
bufr4/0/08/080/2,008080,Calificador del banderín de calidad del GTSPP*,2,Perfil total de la salinidad del agua,,,,,Operational,PDF
bufr4/0/08/080/3,008080,Calificador del banderín de calidad del GTSPP*,3,Perfil total de la conductividad del agua,,,,,Operational,PDF
bufr4/0/08/080/4,008080,Calificador del banderín de calidad del GTSPP*,4,Profundidad total del agua,,,,,Operational,PDF
bufr4/0/08/080/5-9,008080,Calificador del banderín de calidad del GTSPP*,5-9,Reservadas,,,,,Operational,PDF
bufr4/0/08/080/10,008080,Calificador del banderín de calidad del GTSPP*,10,Presión del agua a un nivel,,,,,Operational,PDF
bufr4/0/08/080/11,008080,Calificador del banderín de calidad del GTSPP*,11,Temperatura del agua a un nivel,,,,,Operational,PDF
bufr4/0/08/080/12,008080,Calificador del banderín de calidad del GTSPP*,12,Salinidad a un nivel,,,,,Operational,PDF
bufr4/0/08/080/13,008080,Calificador del banderín de calidad del GTSPP*,13,Profundidad del agua a un nivel,,,,,Operational,PDF
bufr4/0/08/080/14,008080,Calificador del banderín de calidad del GTSPP*,14,Velocidad de la corriente del mar/agua a un nivel dado,,,,,Operational,PDF
bufr4/0/08/080/15,008080,Calificador del banderín de calidad del GTSPP*,15,Dirección de la corriente del mar/agua a un nivel dado,,,,,Operational,PDF
bufr4/0/08/080/16,008080,Calificador del banderín de calidad del GTSPP*,16,Oxígeno disuelto a un nivel dado,,,,,Operational,PDF
bufr4/0/08/080/17-19,008080,Calificador del banderín de calidad del GTSPP*,17-19,Reservadas,,,,,Operational,PDF
bufr4/0/08/080/20,008080,Calificador del banderín de calidad del GTSPP*,20,Posición,,,,,Operational,PDF
bufr4/0/08/080/21-62,008080,Calificador del banderín de calidad del GTSPP*,21-62,Reservadas,,,,,Operational,PDF
bufr4/0/08/080/63,008080,Calificador del banderín de calidad del GTSPP*,63,Valor faltante,,,,,Operational,PDF
bufr4/0/08/081/0,008081,Tipo de equipo,0,Sensor,,,,,Operational,PDF
bufr4/0/08/081/1,008081,Tipo de equipo,1,Transmisor,,,,,Operational,PDF
bufr4/0/08/081/2,008081,Tipo de equipo,2,Receptor,,,,,Operational,PDF
bufr4/0/08/081/3,008081,Tipo de equipo,3,Plataforma de observación,,,,,Operational,PDF
bufr4/0/08/081/4-62,008081,Tipo de equipo,4-62,Reservadas,,,,,Operational,PDF
bufr4/0/08/081/63,008081,Tipo de equipo,63,Valor faltante,,,,,Operational,PDF
bufr4/0/08/082/0,008082,Modificación de la altura del sensor a otro valor,0,a altura del sensor no se modifica,,,,,Operational,PDF
bufr4/0/08/082/1,008082,Modificación de la altura del sensor a otro valor,1,La altura del sensor se cambia al nivel estándar,,,Nota,48,Operational,PDF
bufr4/0/08/082/2-6,008082,Modificación de la altura del sensor a otro valor,2-6,Reservadas,,,,,Operational,PDF
bufr4/0/08/082/7,008082,Modificación de la altura del sensor a otro valor,7,Valor faltante,,,,,Operational,PDF
bufr4/0/08/083/1,008083,Indicador del valor nominal,1,Ajustado a/con respecto a la altura representativa del sensor del suelo local (o cubierta de la plataforma marina),,,,,Operational,PDF
bufr4/0/08/083/2,008083,Indicador del valor nominal,2,Ajustado a/con respecto a la altura representativa del sensor sobre la superficie del agua,,,,,Operational,PDF
bufr4/0/08/083/3,008083,Indicador del valor nominal,3,Ajustado con respecto a la rugosidad estándar de la superficie,,,,,Operational,PDF
bufr4/0/08/083/4,008083,Indicador del valor nominal,4,Ajustado con respecto a la velocidad del viento,,,,,Operational,PDF
bufr4/0/08/083/5,008083,Indicador del valor nominal,5,Ajustado con respecto a la temperatura,,,,,Operational,PDF
bufr4/0/08/083/6,008083,Indicador del valor nominal,6,Ajustado con respecto a la presión,,,,,Operational,PDF
bufr4/0/08/083/7,008083,Indicador del valor nominal,7,Ajustado con respecto a la humedad,,,,,Operational,PDF
bufr4/0/08/083/8,008083,Indicador del valor nominal,8,Ajustado con respecto a la evaporación,,,,,Operational,PDF
bufr4/0/08/083/9,008083,Indicador del valor nominal,9,Ajustado con respecto a las pérdidas por humedad,,,,,Operational,PDF
bufr4/0/08/083/10-14,008083,Indicador del valor nominal,10-14,Reservados,,,,,Operational,PDF
bufr4/0/08/083/All-15,008083,Indicador del valor nominal,Todos los 15,Valor faltante,,,,,Operational,PDF
bufr4/0/08/085/0,008085,Identificador del haz,0,Haz de proa,,,,,Operational,PDF
bufr4/0/08/085/1,008085,Identificador del haz,1,Haz medio,,,,,Operational,PDF
bufr4/0/08/085/2,008085,Identificador del haz,2,Haz de popa,,,,,Operational,PDF
bufr4/0/08/085/3-6,008085,Identificador del haz,3-6,Reservada,,,,,Operational,PDF
bufr4/0/08/085/7,008085,Identificador del haz,7,Valor faltante,,,,,Operational,PDF
bufr4/0/08/086/1,008086,Significación vertical para predicción numérica del tiempo,1,"Superficie del ""terreno"" en el modelo",,,,,Operational,PDF
bufr4/0/08/086/2,008086,Significación vertical para predicción numérica del tiempo,2,Nivel estándar,,,,,Operational,PDF
bufr4/0/08/086/3,008086,Significación vertical para predicción numérica del tiempo,3,Nivel de la tropopausa,,,,,Operational,PDF
bufr4/0/08/086/4,008086,Significación vertical para predicción numérica del tiempo,4,Nivel máximo del viento,,,,,Operational,PDF
bufr4/0/08/086/5,008086,Significación vertical para predicción numérica del tiempo,5,Nivel de temperatura significante,,,,,Operational,PDF
bufr4/0/08/086/6,008086,Significación vertical para predicción numérica del tiempo,6,Nivel de humedad significante,,,,,Operational,PDF
bufr4/0/08/086/7,008086,Significación vertical para predicción numérica del tiempo,7,Nivel del viento significante,,,,,Operational,PDF
bufr4/0/08/086/8,008086,Significación vertical para predicción numérica del tiempo,8,Nivel interpolado verticalmente (debería estar fijado en 1 para los puntos del perfil vertical comprendidos entre los niveles verticales nativos del modelo),,,,,Operational,PDF
bufr4/0/08/086/9,008086,Significación vertical para predicción numérica del tiempo,9,Altura virtual de la estación,,,,,Operational,PDF
bufr4/0/08/086/10,008086,Significación vertical para predicción numérica del tiempo,10,Nivel de ajuste óptimo,,,,,Operational,PDF
bufr4/0/08/086/11,008086,Significación vertical para predicción numérica del tiempo,11,Reservados,,,,,Operational,PDF
bufr4/0/08/086/All-12,008086,Significación vertical para predicción numérica del tiempo,Todos los 12,Valor faltante,,,,,Operational,PDF
bufr4/0/08/087/0,008087,Posición esquinera de la observación,0,Izquierda superior,,,,,Operational,PDF
bufr4/0/08/087/1,008087,Posición esquinera de la observación,1,Derecha superior,,,,,Operational,PDF
bufr4/0/08/087/2,008087,Posición esquinera de la observación,2,Derecha inferior,,,,,Operational,PDF
bufr4/0/08/087/3,008087,Posición esquinera de la observación,3,Izquierda inferior,,,,,Operational,PDF
bufr4/0/08/087/4-6,008087,Posición esquinera de la observación,4-6,Reservadas,,,,,Operational,PDF
bufr4/0/08/087/7,008087,Posición esquinera de la observación,7,Valor faltante,,,,,Operational,PDF
bufr4/0/08/088/0,008088,Significación del mapa,0,Vista superior (longitud geográfica en el eje x y latitud en el eje y),,,,,Operational,PDF
bufr4/0/08/088/1,008088,Significación del mapa,1,Vista Norte-Sur (transecto con longitud geográfica en el eje x y altura vertical en el eje y),,,,,Operational,PDF
bufr4/0/08/088/2,008088,Significación del mapa,2,Vista Este-Oeste (transecto con longitud geográfica en el eje x y altura vertical en el eje y),,,,,Operational,PDF
bufr4/0/08/088/3-62,008088,Significación del mapa,3-62,Reservadas,,,,,Operational,PDF
bufr4/0/08/088/63,008088,Significación del mapa,63,Faltante,,,,,Operational,PDF
bufr4/0/08/091/0,008091,Significación de las coordenadas,0,Coordenadas del satélite,,,,,Operational,PDF
bufr4/0/08/091/1,008091,Significación de las coordenadas,1,Coordenadas de la observación,,,,,Operational,PDF
bufr4/0/08/091/2,008091,Significación de las coordenadas,2,Comienzo de la observación,,,,,Operational,PDF
bufr4/0/08/091/3,008091,Significación de las coordenadas,3,Fin de la observación,,,,,Operational,PDF
bufr4/0/08/091/4,008091,Significación de las coordenadas,4,Centro de gravedad horizontal de la observación,,,,,Operational,PDF
bufr4/0/08/091/5,008091,Significación de las coordenadas,5,Centro de gravedad vertical de la observación,,,,,Operational,PDF
bufr4/0/08/091/6,008091,Significación de las coordenadas,6,Límite superior de la observación,,,,,Operational,PDF
bufr4/0/08/091/7,008091,Significación de las coordenadas,7,Límite inferior de la observación,,,,,Operational,PDF
bufr4/0/08/091/8,008091,Significación de las coordenadas,8,Origen de la proyección,,,,,Operational,PDF
bufr4/0/08/091/9,008091,Significación de las coordenadas,9,Coordenadas de la escala verdadera,,,,,Operational,PDF
bufr4/0/08/091/10-254,008091,Significación de las coordenadas,10-254,Reservadas,,,,,Operational,PDF
bufr4/0/08/091/255,008091,Significación de las coordenadas,255,Valor faltante,,,,,Operational,PDF
bufr4/0/08/092/0,008092,Expresión de la incertidumbre en la medición,0,Incertidumbre típica,,,,,Operational,PDF
bufr4/0/08/092/1-30,008092,Expresión de la incertidumbre en la medición,1-30,Reservadas,,,,,Operational,PDF
bufr4/0/08/092/31,008092,Expresión de la incertidumbre en la medición,31,Valor faltante,,,,,Operational,PDF
bufr4/0/08/093/0,008093,Significación de la incertidumbre en la medición,0,Incertidumbre total,,,,,Operational,PDF
bufr4/0/08/093/1,008093,Significación de la incertidumbre en la medición,1,Componente sistemático de la incertidumbre,,,,,Operational,PDF
bufr4/0/08/093/2,008093,Significación de la incertidumbre en la medición,2,Componente aleatorio de la incertidumbre,,,,,Operational,PDF
bufr4/0/08/093/3-30,008093,Significación de la incertidumbre en la medición,3-30,Reservadas,,,,,Operational,PDF
bufr4/0/08/093/31,008093,Significación de la incertidumbre en la medición,31,Valor faltante,,,,,Operational,PDF
